id,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
720985,30,management,single,tertiary,no,0,yes,no,cellular,21,jul,39,3,-1,0,unknown,0
736655,40,technician,single,unknown,no,2684,no,no,unknown,19,jun,83,1,-1,0,unknown,0
11356,45,blue-collar,married,primary,no,3387,yes,no,telephone,23,jul,1028,4,-1,0,unknown,1
537654,34,services,married,secondary,no,1235,yes,no,unknown,27,may,93,1,-1,0,unknown,0
383775,33,technician,single,tertiary,no,2340,no,no,cellular,30,apr,420,1,-1,0,unknown,0
618079,51,blue-collar,married,primary,no,8304,no,no,cellular,15,apr,971,1,-1,0,unknown,1
57300,34,management,married,tertiary,no,-1,no,no,cellular,21,aug,129,6,-1,0,unknown,0
101604,27,services,single,secondary,no,-114,no,no,cellular,30,jul,90,9,-1,0,unknown,0
45335,32,blue-collar,single,secondary,no,-169,yes,no,cellular,13,may,92,1,345,2,failure,0
627450,35,services,married,secondary,no,1405,no,yes,cellular,12,may,134,2,-1,0,unknown,0
371907,45,management,married,tertiary,no,3637,no,no,cellular,28,aug,88,4,-1,0,unknown,0
165410,83,housemaid,married,primary,no,4657,no,no,telephone,22,sep,110,2,91,6,success,0
223678,36,technician,married,secondary,no,0,no,no,cellular,28,aug,49,2,-1,0,unknown,0
459252,35,technician,single,secondary,no,855,yes,no,cellular,14,may,616,3,-1,0,unknown,1
351607,46,self-employed,married,tertiary,no,4064,no,no,cellular,20,nov,56,2,-1,0,unknown,0
437370,37,technician,married,secondary,no,2044,no,yes,cellular,11,aug,114,8,-1,0,unknown,0
1821,40,technician,married,secondary,no,519,no,no,cellular,11,aug,1388,2,-1,0,unknown,1
731927,32,management,single,tertiary,no,0,no,no,cellular,2,aug,968,3,91,4,failure,1
177545,33,unemployed,divorced,secondary,no,0,no,no,cellular,28,jul,103,5,-1,0,unknown,0
129741,51,services,married,secondary,no,2,no,no,cellular,12,aug,113,2,-1,0,unknown,0
385008,53,self-employed,married,tertiary,no,0,yes,no,cellular,30,jul,96,2,-1,0,unknown,0
469730,40,blue-collar,married,primary,no,-175,yes,no,cellular,14,jul,118,3,-1,0,unknown,0
414900,32,management,single,tertiary,no,830,no,no,cellular,14,aug,90,4,-1,0,unknown,0
570903,35,management,single,tertiary,no,572,yes,no,cellular,11,jul,119,2,-1,0,unknown,0
146931,24,technician,single,tertiary,no,674,yes,no,unknown,27,may,835,1,-1,0,unknown,1
32443,43,technician,divorced,secondary,yes,0,no,no,cellular,20,aug,129,2,-1,0,unknown,0
733582,47,technician,divorced,secondary,no,0,no,no,cellular,7,aug,104,3,-1,0,unknown,0
43378,43,admin.,married,secondary,no,586,no,yes,telephone,21,jul,81,9,-1,0,unknown,0
588499,42,entrepreneur,married,secondary,no,-872,yes,yes,cellular,18,nov,172,1,-1,0,unknown,0
74725,43,housemaid,single,primary,no,4984,no,no,telephone,30,jul,121,3,-1,0,unknown,0
118576,40,services,married,secondary,no,35,no,no,telephone,31,jul,48,2,-1,0,unknown,0
597185,32,management,married,tertiary,no,6138,no,no,cellular,25,may,528,1,-1,0,unknown,0
120414,48,management,single,tertiary,no,0,no,no,cellular,26,aug,159,2,-1,0,unknown,0
652370,32,admin.,divorced,secondary,no,776,yes,yes,cellular,29,jul,80,4,-1,0,unknown,0
47985,35,blue-collar,married,secondary,no,1161,yes,no,cellular,14,may,565,2,333,2,failure,0
521540,44,blue-collar,married,primary,no,1557,yes,yes,unknown,3,jun,193,10,-1,0,unknown,0
292953,31,services,single,secondary,no,18,no,no,cellular,13,may,75,1,-1,0,unknown,0
744399,43,unemployed,single,secondary,no,0,no,no,cellular,2,feb,116,1,-1,0,unknown,0
76199,45,housemaid,divorced,secondary,no,-278,yes,no,cellular,25,jul,83,3,-1,0,unknown,0
628516,49,admin.,married,secondary,no,17,no,no,cellular,13,aug,126,2,-1,0,unknown,0
160543,41,housemaid,married,primary,no,0,yes,yes,cellular,31,jul,543,8,-1,0,unknown,0
18671,37,technician,married,secondary,no,-59,yes,yes,unknown,28,may,154,2,-1,0,unknown,0
54233,34,management,married,tertiary,no,-1083,yes,yes,unknown,9,may,116,1,-1,0,unknown,0
738980,49,technician,married,secondary,no,905,no,no,cellular,2,feb,861,1,-1,0,unknown,1
39408,38,self-employed,single,secondary,no,1047,no,no,unknown,17,jun,576,1,-1,0,unknown,1
102843,31,technician,single,tertiary,no,700,no,no,cellular,7,aug,94,3,-1,0,unknown,0
567926,39,technician,divorced,secondary,no,36,no,no,cellular,22,aug,104,2,-1,0,unknown,0
666973,32,management,married,tertiary,no,1406,no,no,cellular,6,aug,80,2,-1,0,unknown,0
53413,32,admin.,married,secondary,no,571,yes,yes,unknown,19,may,524,2,-1,0,unknown,0
481130,34,management,married,tertiary,no,3723,no,no,cellular,9,feb,150,1,93,2,success,1
227387,33,blue-collar,single,secondary,no,0,no,no,cellular,2,feb,154,1,-1,0,unknown,0
161773,33,technician,single,tertiary,no,1633,no,no,cellular,12,aug,151,3,-1,0,unknown,0
584629,29,services,single,secondary,no,4788,yes,no,cellular,28,jan,533,1,-1,0,unknown,0
545200,28,blue-collar,married,secondary,no,-158,yes,no,unknown,28,may,426,5,-1,0,unknown,0
184298,41,unemployed,married,secondary,no,-5,no,no,cellular,2,feb,124,2,207,1,failure,0
397472,49,management,married,tertiary,no,0,no,no,cellular,7,aug,70,2,-1,0,unknown,0
74138,50,admin.,married,secondary,no,933,yes,no,unknown,14,may,123,3,-1,0,unknown,0
611253,30,management,single,tertiary,yes,-3,no,no,cellular,28,aug,106,8,-1,0,unknown,0
542698,34,technician,married,secondary,no,0,no,no,cellular,28,aug,121,13,-1,0,unknown,0
117271,32,blue-collar,single,secondary,no,1808,yes,no,unknown,30,may,163,3,-1,0,unknown,0
393419,46,management,divorced,tertiary,no,916,yes,no,unknown,30,may,216,1,-1,0,unknown,0
174174,51,services,married,secondary,no,634,yes,no,unknown,30,may,67,3,-1,0,unknown,0
576704,31,technician,single,tertiary,no,993,yes,no,cellular,11,aug,243,2,182,1,success,1
40598,51,management,married,tertiary,no,431,yes,no,unknown,14,may,98,1,-1,0,unknown,0
646414,60,technician,married,unknown,no,2342,yes,no,unknown,30,may,602,4,-1,0,unknown,0
30532,27,management,single,tertiary,no,11862,no,no,cellular,4,may,587,1,-1,0,unknown,0
509932,43,services,married,secondary,no,692,yes,no,unknown,13,may,124,1,-1,0,unknown,0
472299,42,services,married,secondary,no,3105,yes,no,cellular,5,may,128,2,-1,0,unknown,0
344916,37,blue-collar,married,secondary,no,3990,yes,no,unknown,23,may,584,2,-1,0,unknown,0
481117,30,blue-collar,divorced,primary,no,7,yes,no,unknown,29,may,115,2,-1,0,unknown,0
551595,45,services,married,secondary,no,3048,yes,yes,cellular,19,nov,819,1,-1,0,unknown,1
568853,36,technician,married,secondary,no,1566,yes,no,cellular,21,nov,8,7,-1,0,unknown,0
606012,52,management,married,tertiary,no,3415,no,no,unknown,20,jun,8,3,-1,0,unknown,0
3105,33,services,married,secondary,no,-371,yes,no,cellular,18,may,351,1,-1,0,unknown,1
25297,53,management,single,tertiary,no,1616,no,no,cellular,5,feb,544,5,-1,0,unknown,0
373898,39,services,single,secondary,no,0,yes,no,cellular,8,may,193,1,-1,0,unknown,0
4434,31,admin.,single,secondary,no,816,yes,no,cellular,18,may,7,6,-1,0,unknown,0
508221,39,unemployed,single,tertiary,no,439,yes,no,cellular,21,nov,86,3,-1,0,unknown,0
466431,31,management,single,tertiary,no,1798,yes,no,cellular,18,jul,394,1,-1,0,unknown,0
569977,42,technician,married,secondary,no,-593,no,yes,cellular,28,jan,119,1,-1,0,unknown,0
262791,46,blue-collar,married,primary,no,657,yes,no,cellular,7,may,89,1,-1,0,unknown,0
558498,50,blue-collar,married,primary,no,804,no,no,telephone,30,jul,36,2,-1,0,unknown,0
510231,42,technician,married,secondary,no,-466,no,no,cellular,7,aug,88,2,-1,0,unknown,0
736480,30,blue-collar,married,primary,no,631,yes,no,cellular,13,apr,151,2,-1,0,unknown,0
249526,48,management,married,tertiary,no,2,no,no,cellular,4,feb,166,2,7,2,other,0
7524,39,management,married,tertiary,no,2167,yes,no,cellular,12,aug,98,4,-1,0,unknown,0
180435,49,services,married,secondary,no,783,yes,no,unknown,2,jun,136,2,-1,0,unknown,0
686173,47,unemployed,married,secondary,no,691,no,no,unknown,9,jun,787,7,-1,0,unknown,0
344366,44,entrepreneur,married,secondary,no,593,yes,yes,cellular,19,nov,48,4,-1,0,unknown,0
584714,34,technician,single,secondary,no,-175,yes,no,unknown,27,may,180,3,-1,0,unknown,0
411649,39,blue-collar,married,secondary,no,583,yes,no,cellular,20,apr,156,2,-1,0,unknown,0
470267,26,student,single,tertiary,no,2843,no,no,cellular,21,oct,234,2,183,2,failure,1
565338,49,management,divorced,tertiary,no,-2,yes,yes,cellular,18,nov,120,2,-1,0,unknown,0
325816,54,blue-collar,married,secondary,no,1065,yes,yes,cellular,29,jan,99,2,-1,0,unknown,0
507154,53,technician,married,secondary,no,865,yes,yes,cellular,30,jul,74,2,-1,0,unknown,0
424065,36,technician,single,secondary,no,1163,no,no,unknown,16,jun,140,2,-1,0,unknown,0
174831,50,unknown,single,unknown,no,538,yes,no,cellular,25,jul,101,2,-1,0,unknown,0
501485,30,management,single,tertiary,no,572,no,no,cellular,20,nov,148,1,-1,0,unknown,0
638758,32,entrepreneur,divorced,secondary,no,1788,yes,no,cellular,20,nov,89,1,-1,0,unknown,0
487049,45,entrepreneur,single,secondary,no,2955,yes,no,unknown,14,may,39,1,-1,0,unknown,0
157522,39,blue-collar,married,primary,no,4912,yes,no,cellular,12,may,123,4,-1,0,unknown,0
323083,48,technician,married,secondary,no,3278,no,no,cellular,11,aug,146,5,-1,0,unknown,0
651981,70,retired,married,primary,no,3701,no,no,cellular,14,aug,115,2,-1,0,unknown,0
38624,25,services,married,secondary,no,1,no,no,cellular,30,jul,458,7,-1,0,unknown,1
390088,30,services,single,secondary,no,-12,no,yes,cellular,18,nov,151,1,-1,0,unknown,0
290753,39,entrepreneur,married,tertiary,yes,0,no,yes,telephone,31,jul,15,19,-1,0,unknown,0
10250,37,management,married,tertiary,no,579,no,no,cellular,9,feb,6,6,-1,0,unknown,0
464671,47,admin.,married,secondary,no,-256,yes,no,unknown,5,may,185,1,-1,0,unknown,0
288666,54,blue-collar,married,secondary,no,1534,yes,yes,cellular,15,oct,138,1,187,6,failure,0
94399,35,management,married,tertiary,no,-119,yes,no,cellular,12,may,984,5,-1,0,unknown,0
388210,30,technician,single,secondary,no,0,no,no,cellular,19,aug,93,3,-1,0,unknown,0
192368,30,management,married,tertiary,no,1185,yes,no,cellular,18,nov,273,1,-1,0,unknown,0
584863,32,management,single,tertiary,no,2139,no,no,cellular,21,nov,579,5,-1,0,unknown,0
73911,36,unemployed,married,secondary,no,533,yes,no,unknown,6,jun,167,3,-1,0,unknown,0
595313,59,retired,married,secondary,no,479,no,no,cellular,22,aug,85,2,-1,0,unknown,0
167383,28,services,single,secondary,no,933,no,no,cellular,21,jul,1143,1,-1,0,unknown,1
137804,37,unemployed,married,secondary,no,1515,yes,no,unknown,2,jun,67,2,-1,0,unknown,0
346811,53,blue-collar,married,unknown,no,592,no,no,unknown,17,jun,49,3,-1,0,unknown,0
676614,36,management,married,tertiary,no,1493,yes,no,cellular,20,apr,17,5,-1,0,unknown,0
27235,28,technician,married,secondary,no,0,yes,no,cellular,30,jan,105,1,-1,0,unknown,0
273612,47,blue-collar,married,primary,no,-6,yes,no,unknown,27,may,103,6,-1,0,unknown,0
456774,40,services,divorced,secondary,no,0,yes,no,unknown,28,may,73,1,-1,0,unknown,0
231717,48,management,married,primary,no,3,yes,yes,cellular,7,sep,106,1,-1,0,unknown,0
606504,51,management,married,tertiary,no,1812,no,no,cellular,4,feb,238,1,-1,0,unknown,1
608592,42,unemployed,married,secondary,no,-125,yes,no,unknown,29,may,47,1,-1,0,unknown,0
572478,38,entrepreneur,married,secondary,no,763,no,yes,unknown,6,jun,150,1,-1,0,unknown,0
487941,50,admin.,married,secondary,no,1265,yes,no,unknown,30,may,78,1,-1,0,unknown,0
698733,46,management,married,tertiary,no,2717,no,no,cellular,30,jul,112,2,-1,0,unknown,0
240514,52,retired,married,secondary,no,1612,no,no,unknown,5,jun,622,2,-1,0,unknown,0
479534,33,admin.,single,secondary,no,643,no,no,telephone,10,feb,181,1,174,1,success,1
339120,32,student,single,secondary,no,5969,no,no,cellular,26,may,442,2,97,7,failure,0
250959,52,services,married,secondary,no,681,no,yes,cellular,8,jan,102,2,-1,0,unknown,0
675190,30,student,single,secondary,no,679,no,no,cellular,22,feb,253,1,-1,0,unknown,1
582579,36,blue-collar,single,unknown,no,728,yes,no,cellular,7,may,1507,1,-1,0,unknown,1
711963,39,management,married,tertiary,no,1602,no,no,telephone,20,nov,48,1,-1,0,unknown,0
218499,50,technician,married,secondary,no,853,yes,yes,unknown,18,jun,753,4,-1,0,unknown,0
3706,59,retired,married,secondary,no,0,no,no,cellular,8,aug,138,4,-1,0,unknown,0
442825,29,services,single,secondary,no,553,no,no,cellular,28,dec,622,1,189,1,success,1
307705,72,retired,married,primary,no,0,no,no,telephone,15,oct,154,2,-1,0,unknown,0
277745,26,unemployed,single,tertiary,no,687,no,no,cellular,30,apr,207,2,-1,0,unknown,1
15433,57,blue-collar,married,secondary,no,476,yes,yes,cellular,15,jul,117,3,-1,0,unknown,0
663073,52,retired,married,secondary,no,587,yes,no,cellular,5,may,206,1,-1,0,unknown,0
380157,42,management,married,tertiary,no,802,yes,no,cellular,22,jul,509,1,-1,0,unknown,0
459987,44,entrepreneur,married,secondary,no,-319,yes,no,cellular,7,jul,1032,5,-1,0,unknown,0
105045,37,technician,single,secondary,no,1012,yes,no,telephone,5,feb,127,1,196,4,failure,0
482851,49,blue-collar,married,primary,no,-266,no,yes,cellular,19,aug,140,2,-1,0,unknown,0
722565,32,blue-collar,married,secondary,no,48,yes,no,cellular,14,jul,115,2,-1,0,unknown,0
94097,44,blue-collar,married,secondary,no,-100,yes,no,cellular,13,may,474,3,370,1,failure,0
273121,46,management,married,secondary,no,966,yes,no,cellular,14,may,85,4,-1,0,unknown,0
703583,56,services,single,secondary,no,3360,no,no,unknown,20,may,24,10,-1,0,unknown,0
542489,29,blue-collar,single,secondary,no,536,no,no,cellular,15,jun,309,1,-1,0,unknown,1
520736,27,services,single,secondary,no,2430,yes,no,unknown,28,may,297,1,-1,0,unknown,0
139640,37,management,married,tertiary,no,0,yes,yes,unknown,29,may,244,4,-1,0,unknown,0
262286,55,blue-collar,married,secondary,no,1872,yes,no,telephone,12,may,174,2,361,1,failure,0
346539,34,blue-collar,married,secondary,no,2700,yes,no,unknown,21,may,563,2,-1,0,unknown,0
83158,57,unemployed,married,secondary,no,1824,no,no,telephone,11,feb,12,10,-1,0,unknown,0
466299,44,technician,married,secondary,no,8,yes,no,unknown,12,may,102,4,-1,0,unknown,0
200848,48,blue-collar,married,secondary,no,397,yes,no,unknown,15,may,467,1,-1,0,unknown,0
711771,48,services,married,secondary,no,2562,no,no,unknown,19,jun,563,1,-1,0,unknown,0
205672,36,blue-collar,married,secondary,no,3201,no,no,telephone,21,nov,590,1,-1,0,unknown,0
14062,31,technician,single,secondary,no,516,yes,no,unknown,26,may,150,3,-1,0,unknown,0
567712,31,management,single,tertiary,no,473,no,no,cellular,22,aug,1063,6,-1,0,unknown,1
22401,30,technician,single,tertiary,no,649,yes,no,telephone,6,aug,102,2,-1,0,unknown,0
408851,51,technician,married,tertiary,no,-1430,yes,yes,unknown,2,jun,84,5,-1,0,unknown,0
371597,42,admin.,single,secondary,no,710,yes,no,cellular,14,may,611,1,360,1,failure,0
335008,45,technician,married,secondary,no,784,yes,yes,unknown,5,may,138,2,-1,0,unknown,0
643266,37,management,single,tertiary,no,740,no,no,cellular,19,nov,50,3,-1,0,unknown,0
424072,54,entrepreneur,divorced,tertiary,no,688,yes,no,unknown,13,may,95,1,-1,0,unknown,0
245286,49,blue-collar,divorced,primary,no,692,yes,no,unknown,13,may,122,4,-1,0,unknown,0
269283,54,admin.,divorced,secondary,no,3519,no,yes,cellular,20,nov,122,2,-1,0,unknown,0
447847,32,technician,single,secondary,no,1837,yes,no,unknown,3,jun,125,1,-1,0,unknown,0
633502,45,blue-collar,married,primary,no,859,yes,no,unknown,5,may,178,2,-1,0,unknown,0
551573,35,management,single,tertiary,no,-119,yes,no,cellular,15,may,377,1,-1,0,unknown,0
282756,34,technician,married,secondary,no,846,no,no,cellular,20,aug,119,2,-1,0,unknown,0
620833,52,blue-collar,married,primary,no,66653,no,no,cellular,14,aug,108,2,-1,0,unknown,0
739690,34,admin.,single,secondary,no,3,yes,no,cellular,15,may,12,6,-1,0,unknown,0
438688,47,admin.,divorced,secondary,no,14,no,yes,cellular,7,jul,71,4,-1,0,unknown,0
204793,31,management,single,tertiary,no,877,no,no,cellular,3,feb,207,1,-1,0,unknown,0
748818,52,management,married,secondary,no,997,no,no,cellular,11,aug,105,2,-1,0,unknown,0
51109,57,entrepreneur,married,secondary,yes,4,yes,yes,cellular,11,jul,787,2,-1,0,unknown,1
569300,45,blue-collar,married,primary,no,694,yes,no,cellular,8,aug,77,4,-1,0,unknown,0
66827,42,admin.,married,secondary,no,876,no,no,cellular,28,jul,117,2,-1,0,unknown,0
628751,41,management,married,tertiary,no,1808,no,no,cellular,6,aug,961,2,-1,0,unknown,1
294081,43,management,married,tertiary,no,447,yes,yes,unknown,14,may,136,1,-1,0,unknown,0
631679,32,management,married,tertiary,no,1036,yes,no,cellular,13,aug,65,2,-1,0,unknown,0
92928,25,admin.,single,secondary,no,-158,yes,no,unknown,28,may,236,1,-1,0,unknown,0
690692,47,admin.,married,secondary,no,0,no,no,cellular,27,aug,87,6,-1,0,unknown,0
220447,43,services,married,secondary,no,643,yes,no,cellular,17,jul,431,1,-1,0,unknown,0
329621,55,admin.,married,secondary,no,0,no,no,unknown,12,jun,243,1,-1,0,unknown,0
220460,33,technician,single,tertiary,no,0,no,no,cellular,27,aug,62,4,-1,0,unknown,0
198808,36,management,single,tertiary,no,10884,no,no,cellular,12,aug,604,4,-1,0,unknown,1
345664,56,management,single,tertiary,no,696,no,yes,cellular,9,feb,156,4,-1,0,unknown,0
88978,32,admin.,married,secondary,no,813,no,no,cellular,21,nov,71,1,-1,0,unknown,0
83808,53,admin.,divorced,secondary,no,565,yes,no,cellular,30,apr,669,1,-1,0,unknown,1
135432,24,technician,single,secondary,no,290,yes,no,unknown,8,may,446,1,-1,0,unknown,0
217732,28,management,single,tertiary,no,616,no,no,cellular,12,may,293,1,104,1,success,1
322931,31,management,married,tertiary,no,62,yes,no,cellular,14,may,552,2,-1,0,unknown,1
351852,40,management,married,tertiary,no,871,yes,no,cellular,17,nov,68,1,-1,0,unknown,0
255599,37,blue-collar,married,primary,yes,-119,yes,no,unknown,5,jun,119,3,-1,0,unknown,0
635681,35,blue-collar,married,secondary,no,-547,yes,yes,unknown,27,may,171,1,-1,0,unknown,0
267364,32,technician,married,secondary,no,50,no,no,cellular,7,aug,82,9,-1,0,unknown,0
164373,33,technician,single,secondary,no,394,no,no,telephone,28,apr,87,1,-1,0,unknown,0
464930,55,self-employed,married,tertiary,no,4359,yes,no,cellular,13,may,639,1,-1,0,unknown,1
676175,48,management,married,tertiary,no,0,no,no,cellular,19,aug,111,3,-1,0,unknown,0
362380,33,technician,married,secondary,no,1423,yes,no,unknown,15,may,442,1,-1,0,unknown,0
218252,31,management,single,tertiary,no,697,no,no,cellular,14,jan,531,2,93,2,success,1
700693,36,blue-collar,married,secondary,no,556,yes,no,cellular,13,may,226,1,-1,0,unknown,0
297921,32,entrepreneur,single,tertiary,no,2262,yes,no,cellular,14,jul,547,5,-1,0,unknown,0
718321,32,admin.,married,secondary,no,1651,yes,no,unknown,21,may,1222,2,-1,0,unknown,0
642252,43,management,married,secondary,no,-1636,yes,yes,unknown,20,jun,80,3,-1,0,unknown,0
749190,34,services,married,secondary,no,117,yes,no,unknown,7,may,112,2,-1,0,unknown,0
295994,57,retired,married,primary,no,2562,no,no,unknown,19,jun,93,1,-1,0,unknown,0
384461,34,services,married,unknown,no,0,yes,no,unknown,12,may,127,2,-1,0,unknown,0
497203,50,self-employed,married,tertiary,no,917,yes,no,cellular,27,aug,293,3,-1,0,unknown,0
225433,48,management,divorced,tertiary,no,5978,yes,yes,cellular,29,jan,162,1,-1,0,unknown,0
156545,40,management,married,tertiary,no,0,no,no,cellular,8,aug,63,2,-1,0,unknown,0
456858,48,blue-collar,divorced,secondary,no,4259,no,no,cellular,31,jul,514,7,-1,0,unknown,0
456547,77,retired,married,tertiary,no,4606,no,no,cellular,30,apr,551,1,-1,0,unknown,1
223422,32,blue-collar,single,tertiary,no,7,no,no,unknown,16,may,143,1,-1,0,unknown,0
692676,36,technician,single,secondary,no,33,no,no,cellular,22,aug,48,2,-1,0,unknown,0
107774,26,management,single,tertiary,no,2263,no,no,cellular,28,jan,119,1,-1,0,unknown,0
663472,48,entrepreneur,married,secondary,no,431,yes,no,telephone,28,jul,82,7,-1,0,unknown,0
506848,48,technician,married,secondary,no,761,no,no,cellular,29,aug,82,2,-1,0,unknown,0
246989,41,blue-collar,married,secondary,no,35,yes,no,unknown,15,may,140,2,-1,0,unknown,0
671372,41,blue-collar,married,secondary,no,859,yes,no,cellular,17,nov,79,1,-1,0,unknown,0
16418,33,unemployed,single,tertiary,no,44,no,no,unknown,21,nov,63,1,-1,0,unknown,0
512532,49,retired,divorced,secondary,no,518,no,no,cellular,2,mar,173,1,179,3,other,0
146445,59,management,single,tertiary,no,4731,no,no,cellular,27,aug,746,2,-1,0,unknown,1
2782,55,technician,married,tertiary,no,1181,yes,no,telephone,21,nov,44,1,-1,0,unknown,0
38851,42,services,married,secondary,no,1107,yes,no,unknown,15,may,139,2,-1,0,unknown,0
58960,31,management,married,tertiary,no,36,no,no,cellular,18,aug,78,5,-1,0,unknown,0
91122,41,self-employed,married,tertiary,no,2939,no,yes,cellular,9,jul,138,1,-1,0,unknown,0
642493,38,housemaid,married,primary,no,976,no,no,unknown,20,jun,125,2,-1,0,unknown,0
637018,34,blue-collar,married,secondary,no,0,yes,no,cellular,18,jul,95,10,-1,0,unknown,0
428407,51,blue-collar,married,secondary,no,1290,yes,no,unknown,29,may,30,15,-1,0,unknown,0
267809,35,management,divorced,tertiary,no,10,yes,no,unknown,20,may,102,10,-1,0,unknown,0
661327,50,blue-collar,married,secondary,no,663,no,no,cellular,7,aug,559,2,-1,0,unknown,0
456647,38,blue-collar,married,secondary,no,0,yes,no,cellular,20,apr,222,1,-1,0,unknown,0
419345,66,management,married,tertiary,no,2620,no,no,telephone,5,aug,110,1,87,5,failure,0
144480,49,management,divorced,tertiary,no,2,yes,yes,cellular,29,jan,73,2,-1,0,unknown,0
507817,51,housemaid,married,primary,no,937,no,no,unknown,16,jun,112,3,-1,0,unknown,0
407378,53,services,married,unknown,no,-13,no,no,cellular,30,jul,160,3,-1,0,unknown,0
317256,37,entrepreneur,married,unknown,no,887,yes,no,telephone,29,jul,126,2,-1,0,unknown,0
25205,52,management,married,tertiary,no,1078,yes,no,unknown,6,jun,67,1,-1,0,unknown,0
63870,31,technician,single,tertiary,no,1190,no,no,cellular,20,aug,14,5,-1,0,unknown,0
108255,38,services,married,secondary,yes,26,no,no,unknown,6,jun,85,1,-1,0,unknown,0
630633,59,technician,married,secondary,no,0,no,no,unknown,17,jun,394,2,-1,0,unknown,0
483441,38,blue-collar,single,secondary,no,5891,yes,no,unknown,26,may,160,3,-1,0,unknown,0
263455,27,admin.,single,tertiary,no,710,no,no,cellular,20,nov,125,1,200,1,failure,0
453539,58,self-employed,married,secondary,no,459,no,no,cellular,22,aug,82,8,-1,0,unknown,0
222943,45,management,married,tertiary,no,1033,yes,no,cellular,14,aug,122,2,-1,0,unknown,0
493039,48,blue-collar,married,primary,no,597,yes,no,unknown,14,may,193,2,-1,0,unknown,0
367104,34,management,married,secondary,no,616,no,no,cellular,5,feb,78,6,-1,0,unknown,0
688977,27,management,single,tertiary,no,5,yes,no,unknown,7,may,136,1,-1,0,unknown,0
747381,56,blue-collar,married,primary,no,2237,yes,no,unknown,5,may,217,2,-1,0,unknown,0
293486,37,admin.,married,secondary,no,5,yes,no,cellular,17,jul,1451,3,-1,0,unknown,1
287280,57,technician,married,secondary,no,1583,yes,no,cellular,12,may,68,7,371,1,failure,0
309791,33,student,single,secondary,no,678,no,yes,cellular,19,nov,132,2,-1,0,unknown,0
604050,36,services,married,secondary,no,110,yes,no,unknown,6,may,623,3,-1,0,unknown,0
241517,37,services,married,secondary,no,2490,no,no,cellular,17,jul,467,1,-1,0,unknown,0
671159,34,blue-collar,married,secondary,no,476,yes,no,cellular,21,nov,937,7,-1,0,unknown,1
4647,27,management,married,tertiary,no,997,no,no,cellular,22,feb,226,2,-1,0,unknown,1
305613,35,services,single,secondary,no,-7,yes,no,cellular,6,may,88,1,345,1,failure,0
333829,44,technician,married,unknown,no,-171,yes,no,unknown,5,may,30,2,-1,0,unknown,0
598662,34,blue-collar,married,secondary,no,1398,yes,no,cellular,20,apr,1030,1,-1,0,unknown,1
583539,56,management,married,tertiary,no,0,no,no,cellular,22,aug,160,4,-1,0,unknown,0
499855,39,blue-collar,married,secondary,no,143,yes,no,unknown,20,may,49,2,-1,0,unknown,0
225944,25,admin.,single,secondary,no,50,no,no,cellular,30,jul,39,2,-1,0,unknown,0
412391,58,blue-collar,divorced,unknown,no,3180,no,no,unknown,16,jun,48,2,-1,0,unknown,0
417428,32,technician,single,secondary,no,3823,yes,no,cellular,21,nov,95,3,-1,0,unknown,0
192627,52,blue-collar,married,secondary,no,897,no,no,cellular,14,aug,92,4,-1,0,unknown,0
633587,31,technician,single,secondary,no,682,no,no,cellular,19,aug,129,2,-1,0,unknown,0
651276,24,student,single,unknown,no,1709,no,no,cellular,16,jul,126,1,-1,0,unknown,0
383619,28,technician,single,secondary,no,756,no,no,cellular,30,jul,225,2,-1,0,unknown,0
555694,46,management,married,tertiary,no,673,no,no,cellular,28,aug,39,18,-1,0,unknown,0
188297,47,admin.,married,secondary,no,651,no,yes,cellular,17,nov,64,1,-1,0,unknown,0
68489,51,technician,divorced,secondary,no,-14,yes,no,unknown,7,may,79,1,-1,0,unknown,0
575492,43,management,single,tertiary,no,1796,yes,no,cellular,20,apr,41,3,335,4,failure,0
156003,46,management,married,tertiary,no,787,yes,no,cellular,17,nov,72,1,-1,0,unknown,0
130774,45,management,married,primary,no,588,no,no,cellular,30,jul,125,4,-1,0,unknown,0
62415,33,technician,single,tertiary,no,2467,no,no,cellular,30,apr,511,1,-1,0,unknown,1
371151,40,entrepreneur,divorced,secondary,no,864,yes,no,cellular,11,may,163,2,-1,0,unknown,0
453675,44,technician,married,tertiary,no,2589,no,no,cellular,15,jun,639,2,-1,0,unknown,1
429235,32,management,divorced,tertiary,no,474,no,no,cellular,7,aug,509,4,-1,0,unknown,0
667494,28,unemployed,single,tertiary,no,602,no,no,cellular,10,feb,447,1,-1,0,unknown,1
83499,59,retired,married,primary,no,-43,no,yes,cellular,30,jul,123,3,-1,0,unknown,0
150130,31,blue-collar,married,primary,no,1143,yes,no,unknown,16,may,116,1,-1,0,unknown,0
172599,33,blue-collar,married,secondary,no,-209,yes,no,unknown,23,may,206,1,-1,0,unknown,0
541056,54,management,divorced,tertiary,no,29887,yes,no,cellular,6,may,567,1,166,3,failure,0
390739,39,entrepreneur,married,secondary,no,3059,yes,yes,cellular,17,nov,80,1,-1,0,unknown,0
293108,36,management,divorced,tertiary,no,1224,no,no,cellular,18,aug,482,2,-1,0,unknown,0
91458,41,technician,married,tertiary,no,3931,yes,yes,cellular,21,nov,139,2,-1,0,unknown,0
